Code,Center Name,Indent Date,No of Purchy,Qty in Qtls
30,SISAIYA-II/SUJAIKUND,10-01-2023,19,585
30,SISAIYA-II/SUJAIKUND,11-01-2023,18,675
30,SISAIYA-II/SUJAIKUND,12-01-2023,18,621
30,SISAIYA-II/SUJAIKUND,14-01-2023,19,639
30,SISAIYA-II/SUJAIKUND,15-01-2023,26,819
30,SISAIYA-II/SUJAIKUND,16-01-2023,19,801
30,SISAIYA-II/SUJAIKUND,17-01-2023,27,1026
30,SISAIYA-II/SUJAIKUND,18-01-2023,16,639
30,SISAIYA-II/SUJAIKUND,19-01-2023,21,783
30,SISAIYA-II/SUJAIKUND,20-01-2023,15,513
30,SISAIYA-II/SUJAIKUND,21-01-2023,14,549
30,SISAIYA-II/SUJAIKUND,22-01-2023,13,558
30,SISAIYA-II/SUJAIKUND,23-01-2023,12,459
30,SISAIYA-II/SUJAIKUND,24-01-2023,20,738
30,SISAIYA-II/SUJAIKUND,25-01-2023,19,720
30,SISAIYA-II/SUJAIKUND,26-01-2023,17,576
30,SISAIYA-II/SUJAIKUND,27-01-2023,20,738
30,SISAIYA-II/SUJAIKUND,28-01-2023,13,369
30,SISAIYA-II/SUJAIKUND,29-01-2023,15,567
30,SISAIYA-II/SUJAIKUND,30-01-2023,12,459
31,KAIRATIPURVA - II,11-12-2022,3,54
31,KAIRATIPURVA - II,12-12-2022,7,153
31,KAIRATIPURVA - II,13-12-2022,4,72
31,KAIRATIPURVA - II,14-12-2022,4,99
31,KAIRATIPURVA - II,15-12-2022,11,279
31,KAIRATIPURVA - II,16-12-2022,3,81
31,KAIRATIPURVA - II,17-12-2022,8,198
31,KAIRATIPURVA - II,18-12-2022,11,198
31,KAIRATIPURVA - II,19-12-2022,10,207
31,KAIRATIPURVA - II,20-12-2022,11,225
31,KAIRATIPURVA - II,21-12-2022,9,270
31,KAIRATIPURVA - II,22-12-2022,13,261
31,KAIRATIPURVA - II,23-12-2022,11,279
31,KAIRATIPURVA - II,24-12-2022,12,297
31,KAIRATIPURVA - II,25-12-2022,22,531
31,KAIRATIPURVA - II,26-12-2022,13,315
31,KAIRATIPURVA - II,27-12-2022,16,450
31,KAIRATIPURVA - II,28-12-2022,13,423
31,KAIRATIPURVA - II,29-12-2022,19,477
31,KAIRATIPURVA - II,30-12-2022,22,585
31,KAIRATIPURVA - II,31-12-2022,18,459
31,KAIRATIPURVA - II,01-01-2023,18,459
31,KAIRATIPURVA - II,02-01-2023,12,297
31,KAIRATIPURVA - II,03-01-2023,17,468
31,KAIRATIPURVA - II,04-01-2023,18,540
31,KAIRATIPURVA - II,05-01-2023,16,450
31,KAIRATIPURVA - II,06-01-2023,18,459
31,KAIRATIPURVA - II,07-01-2023,21,513
31,KAIRATIPURVA - II,08-01-2023,17,414
31,KAIRATIPURVA - II,09-01-2023,22,585
31,KAIRATIPURVA - II,10-01-2023,21,594
31,KAIRATIPURVA - II,11-01-2023,19,504
31,KAIRATIPURVA - II,12-01-2023,18,405
31,KAIRATIPURVA - II,13-01-2023,15,378
31,KAIRATIPURVA - II,14-01-2023,8,171
31,KAIRATIPURVA - II,15-01-2023,11,252
31,KAIRATIPURVA - II,16-01-2023,14,306
31,KAIRATIPURVA - II,17-01-2023,9,216
31,KAIRATIPURVA - II,18-01-2023,14,360
31,KAIRATIPURVA - II,19-01-2023,12,216
31,KAIRATIPURVA - II,20-01-2023,11,279
31,KAIRATIPURVA - II,21-01-2023,15,324
31,KAIRATIPURVA - II,22-01-2023,15,378
31,KAIRATIPURVA - II,23-01-2023,13,369
31,KAIRATIPURVA - II,24-01-2023,17,387
31,KAIRATIPURVA - II,25-01-2023,15,432
31,KAIRATIPURVA - II,27-01-2023,19,504
31,KAIRATIPURVA - II,28-01-2023,13,423
31,KAIRATIPURVA - II,29-01-2023,12,324
31,KAIRATIPURVA - II,30-01-2023,18,432
33,NAINAPUR-III,13-11-2022,12,378
33,NAINAPUR-III,14-11-2022,12,378
33,NAINAPUR-III,15-11-2022,11,495
33,NAINAPUR-III,16-11-2022,10,450
33,NAINAPUR-III,17-11-2022,11,441
33,NAINAPUR-III,20-11-2022,7,234
33,NAINAPUR-III,21-11-2022,7,207
33,NAINAPUR-III,22-11-2022,14,387
33,NAINAPUR-III,23-11-2022,8,279
33,NAINAPUR-III,24-11-2022,7,234
33,NAINAPUR-III,25-11-2022,10,315
33,NAINAPUR-III,26-11-2022,12,486
33,NAINAPUR-III,27-11-2022,12,459
33,NAINAPUR-III,28-11-2022,26,954
33,NAINAPUR-III,29-11-2022,15,648
33,NAINAPUR-III,30-11-2022,20,819
33,NAINAPUR-III,03-12-2022,7,261
33,NAINAPUR-III,04-12-2022,8,333
33,NAINAPUR-III,05-12-2022,5,198
33,NAINAPUR-III,06-12-2022,14,495
33,NAINAPUR-III,07-12-2022,12,513
33,NAINAPUR-III,08-12-2022,13,531
33,NAINAPUR-III,09-12-2022,10,369
33,NAINAPUR-III,10-12-2022,14,603
33,NAINAPUR-III,11-12-2022,14,522
33,NAINAPUR-III,12-12-2022,10,450
33,NAINAPUR-III,13-12-2022,15,567
33,NAINAPUR-III,14-12-2022,13,558
33,NAINAPUR-III,15-12-2022,11,414
33,NAINAPUR-III,16-12-2022,11,414
33,NAINAPUR-III,17-12-2022,14,468
33,NAINAPUR-III,18-12-2022,13,558
33,NAINAPUR-III,19-12-2022,12,459
33,NAINAPUR-III,20-12-2022,13,504
33,NAINAPUR-III,21-12-2022,11,468
33,NAINAPUR-III,22-12-2022,17,522
33,NAINAPUR-III,23-12-2022,11,468
33,NAINAPUR-III,24-12-2022,24,945
33,NAINAPUR-III,25-12-2022,14,576
33,NAINAPUR-III,26-12-2022,17,630
33,NAINAPUR-III,27-12-2022,13,531
33,NAINAPUR-III,28-12-2022,15,621
33,NAINAPUR-III,29-12-2022,14,522
33,NAINAPUR-III,30-12-2022,13,450
33,NAINAPUR-III,31-12-2022,12,513
33,NAINAPUR-III,01-01-2023,9,351
33,NAINAPUR-III,02-01-2023,5,198
33,NAINAPUR-III,03-01-2023,21,648
33,NAINAPUR-III,04-01-2023,16,504
33,NAINAPUR-III,05-01-2023,17,684
33,NAINAPUR-III,06-01-2023,15,540
33,NAINAPUR-III,07-01-2023,12,486
33,NAINAPUR-III,08-01-2023,14,549
33,NAINAPUR-III,09-01-2023,12,459
33,NAINAPUR-III,10-01-2023,13,558
33,NAINAPUR-III,11-01-2023,18,702
33,NAINAPUR-III,12-01-2023,16,612
33,NAINAPUR-III,13-01-2023,15,540
33,NAINAPUR-III,14-01-2023,15,621
33,NAINAPUR-III,15-01-2023,14,549
33,NAINAPUR-III,16-01-2023,15,621
33,NAINAPUR-III,17-01-2023,17,711
33,NAINAPUR-III,18-01-2023,14,522
33,NAINAPUR-III,19-01-2023,14,603
33,NAINAPUR-III,20-01-2023,11,441
33,NAINAPUR-III,21-01-2023,15,567
33,NAINAPUR-III,22-01-2023,12,513
33,NAINAPUR-III,23-01-2023,8,333
33,NAINAPUR-III,24-01-2023,18,702
33,NAINAPUR-III,25-01-2023,19,693
33,NAINAPUR-III,26-01-2023,8,306
33,NAINAPUR-III,27-01-2023,13,504
33,NAINAPUR-III,28-01-2023,17,684
33,NAINAPUR-III,29-01-2023,13,396
33,NAINAPUR-III,30-01-2023,14,549
34,AKATHI,13-11-2022,14,387
34,AKATHI,14-11-2022,16,342
34,AKATHI,15-11-2022,8,360
34,AKATHI,16-11-2022,13,315
34,AKATHI,17-11-2022,12,378
34,AKATHI,20-11-2022,3,135
34,AKATHI,21-11-2022,4,126
34,AKATHI,22-11-2022,4,99
34,AKATHI,23-11-2022,8,225
34,AKATHI,24-11-2022,21,567
34,AKATHI,25-11-2022,14,360
34,AKATHI,26-11-2022,15,540
34,AKATHI,27-11-2022,15,513
34,AKATHI,28-11-2022,17,603
34,AKATHI,29-11-2022,17,603
34,AKATHI,30-11-2022,19,612
34,AKATHI,01-12-2022,14,495
34,AKATHI,04-12-2022,8,279
34,AKATHI,05-12-2022,8,306
34,AKATHI,06-12-2022,12,405
34,AKATHI,07-12-2022,13,423
34,AKATHI,08-12-2022,10,288
34,AKATHI,09-12-2022,9,324
34,AKATHI,10-12-2022,8,306
34,AKATHI,11-12-2022,12,351
34,AKATHI,12-12-2022,10,369
34,AKATHI,13-12-2022,7,207
34,AKATHI,14-12-2022,12,378
34,AKATHI,16-12-2022,2,90
34,AKATHI,19-12-2022,1,18
34,AKATHI,20-12-2022,1,18
34,AKATHI,21-12-2022,1,45
34,AKATHI,22-12-2022,7,207
34,AKATHI,23-12-2022,8,198
34,AKATHI,24-12-2022,6,270
34,AKATHI,25-12-2022,12,270
34,AKATHI,26-12-2022,9,297
34,AKATHI,27-12-2022,11,306
34,AKATHI,28-12-2022,8,306
34,AKATHI,29-12-2022,8,252
34,AKATHI,30-12-2022,7,207
34,AKATHI,31-12-2022,5,198
34,AKATHI,01-01-2023,7,207
34,AKATHI,02-01-2023,6,162
34,AKATHI,03-01-2023,8,252
34,AKATHI,04-01-2023,9,243
34,AKATHI,05-01-2023,10,369
34,AKATHI,06-01-2023,11,387
34,AKATHI,07-01-2023,11,333
34,AKATHI,08-01-2023,11,360
34,AKATHI,09-01-2023,10,288
34,AKATHI,10-01-2023,9,297
34,AKATHI,11-01-2023,7,234
34,AKATHI,12-01-2023,11,333
34,AKATHI,13-01-2023,12,432
34,AKATHI,14-01-2023,6,243
34,AKATHI,15-01-2023,12,405
34,AKATHI,16-01-2023,14,387
34,AKATHI,17-01-2023,16,504
34,AKATHI,18-01-2023,10,396
34,AKATHI,19-01-2023,10,315
34,AKATHI,20-01-2023,10,315
34,AKATHI,21-01-2023,8,306
34,AKATHI,22-01-2023,7,234
34,AKATHI,23-01-2023,9,297
34,AKATHI,24-01-2023,14,468
34,AKATHI,25-01-2023,14,468
34,AKATHI,26-01-2023,13,396
34,AKATHI,27-01-2023,12,324
34,AKATHI,28-01-2023,12,351
34,AKATHI,29-01-2023,8,306
34,AKATHI,30-01-2023,11,306
35,KHAJUHA BAZAR-I,13-11-2022,12,243
35,KHAJUHA BAZAR-I,14-11-2022,16,369
35,KHAJUHA BAZAR-I,15-11-2022,22,477
35,KHAJUHA BAZAR-I,16-11-2022,22,423
35,KHAJUHA BAZAR-I,17-11-2022,22,531
35,KHAJUHA BAZAR-I,18-11-2022,10,180
35,KHAJUHA BAZAR-I,20-11-2022,10,180
35,KHAJUHA BAZAR-I,21-11-2022,9,324
35,KHAJUHA BAZAR-I,22-11-2022,20,468
35,KHAJUHA BAZAR-I,23-11-2022,23,603
35,KHAJUHA BAZAR-I,24-11-2022,31,855
35,KHAJUHA BAZAR-I,25-11-2022,27,675
35,KHAJUHA BAZAR-I,26-11-2022,35,819
35,KHAJUHA BAZAR-I,27-11-2022,30,729
35,KHAJUHA BAZAR-I,28-11-2022,35,1224
35,KHAJUHA BAZAR-I,29-11-2022,36,1053
35,KHAJUHA BAZAR-I,30-11-2022,30,756
35,KHAJUHA BAZAR-I,01-12-2022,35,954
35,KHAJUHA BAZAR-I,02-12-2022,26,738
35,KHAJUHA BAZAR-I,04-12-2022,20,603
35,KHAJUHA BAZAR-I,05-12-2022,11,360
35,KHAJUHA BAZAR-I,06-12-2022,23,603
35,KHAJUHA BAZAR-I,07-12-2022,21,702
35,KHAJUHA BAZAR-I,08-12-2022,18,513
35,KHAJUHA BAZAR-I,09-12-2022,23,792
35,KHAJUHA BAZAR-I,10-12-2022,22,666
35,KHAJUHA BAZAR-I,11-12-2022,16,585
35,KHAJUHA BAZAR-I,12-12-2022,18,594
35,KHAJUHA BAZAR-I,13-12-2022,23,738
35,KHAJUHA BAZAR-I,14-12-2022,34,828
35,KHAJUHA BAZAR-I,15-12-2022,24,783
35,KHAJUHA BAZAR-I,16-12-2022,21,648
35,KHAJUHA BAZAR-I,17-12-2022,25,720
35,KHAJUHA BAZAR-I,18-12-2022,22,558
35,KHAJUHA BAZAR-I,19-12-2022,26,846
35,KHAJUHA BAZAR-I,20-12-2022,38,900
35,KHAJUHA BAZAR-I,21-12-2022,37,990
35,KHAJUHA BAZAR-I,22-12-2022,25,774
35,KHAJUHA BAZAR-I,23-12-2022,29,981
35,KHAJUHA BAZAR-I,24-12-2022,26,792
35,KHAJUHA BAZAR-I,25-12-2022,26,819
35,KHAJUHA BAZAR-I,26-12-2022,27,783
35,KHAJUHA BAZAR-I,27-12-2022,27,864
35,KHAJUHA BAZAR-I,28-12-2022,31,801
35,KHAJUHA BAZAR-I,29-12-2022,33,972
35,KHAJUHA BAZAR-I,30-12-2022,31,990
35,KHAJUHA BAZAR-I,31-12-2022,45,1134
35,KHAJUHA BAZAR-I,01-01-2023,21,486
35,KHAJUHA BAZAR-I,02-01-2023,10,288
35,KHAJUHA BAZAR-I,03-01-2023,52,1395
35,KHAJUHA BAZAR-I,04-01-2023,36,1053
35,KHAJUHA BAZAR-I,05-01-2023,33,918
35,KHAJUHA BAZAR-I,06-01-2023,32,1008
35,KHAJUHA BAZAR-I,07-01-2023,30,918
35,KHAJUHA BAZAR-I,08-01-2023,36,1053
35,KHAJUHA BAZAR-I,09-01-2023,24,756
35,KHAJUHA BAZAR-I,10-01-2023,39,1026
35,KHAJUHA BAZAR-I,11-01-2023,42,1080
35,KHAJUHA BAZAR-I,12-01-2023,29,846
35,KHAJUHA BAZAR-I,13-01-2023,33,1026
35,KHAJUHA BAZAR-I,14-01-2023,38,1008
35,KHAJUHA BAZAR-I,15-01-2023,38,954
35,KHAJUHA BAZAR-I,16-01-2023,25,720
35,KHAJUHA BAZAR-I,17-01-2023,33,1080
35,KHAJUHA BAZAR-I,18-01-2023,30,864
35,KHAJUHA BAZAR-I,19-01-2023,22,666
35,KHAJUHA BAZAR-I,20-01-2023,28,774
35,KHAJUHA BAZAR-I,21-01-2023,35,954
35,KHAJUHA BAZAR-I,22-01-2023,23,765
35,KHAJUHA BAZAR-I,23-01-2023,24,783
35,KHAJUHA BAZAR-I,24-01-2023,21,702
35,KHAJUHA BAZAR-I,25-01-2023,23,657
35,KHAJUHA BAZAR-I,26-01-2023,20,711
35,KHAJUHA BAZAR-I,27-01-2023,24,729
35,KHAJUHA BAZAR-I,28-01-2023,26,765
35,KHAJUHA BAZAR-I,29-01-2023,26,819
35,KHAJUHA BAZAR-I,30-01-2023,27,864
36,GATE (AIRA),13-11-2022,5,315
36,GATE (AIRA),14-11-2022,4,252
36,GATE (AIRA),15-11-2022,79,4545
36,GATE (AIRA),16-11-2022,152,9612
36,GATE (AIRA),17-11-2022,120,7407
36,GATE (AIRA),18-11-2022,136,8550
36,GATE (AIRA),19-11-2022,132,8307
36,GATE (AIRA),21-11-2022,9,522
36,GATE (AIRA),22-11-2022,32,1926
36,GATE (AIRA),23-11-2022,41,2178
36,GATE (AIRA),24-11-2022,29,1683
36,GATE (AIRA),25-11-2022,87,5193
36,GATE (AIRA),26-11-2022,65,3906
36,GATE (AIRA),27-11-2022,110,6363
36,GATE (AIRA),28-11-2022,58,3294
36,GATE (AIRA),29-11-2022,112,6759
36,GATE (AIRA),30-11-2022,126,8118
36,GATE (AIRA),01-12-2022,146,9063
36,GATE (AIRA),02-12-2022,90,5706
36,GATE (AIRA),03-12-2022,98,6165
36,GATE (AIRA),04-12-2022,113,6975
36,GATE (AIRA),05-12-2022,122,7452
36,GATE (AIRA),06-12-2022,89,5661
36,GATE (AIRA),07-12-2022,86,5463
36,GATE (AIRA),08-12-2022,100,6255
36,GATE (AIRA),09-12-2022,81,5085
36,GATE (AIRA),10-12-2022,65,3996
36,GATE (AIRA),11-12-2022,19,1062
36,GATE (AIRA),12-12-2022,99,6147
36,GATE (AIRA),13-12-2022,104,6498
36,GATE (AIRA),14-12-2022,97,5859
36,GATE (AIRA),15-12-2022,91,5679
36,GATE (AIRA),16-12-2022,64,4077
36,GATE (AIRA),17-12-2022,105,6678
36,GATE (AIRA),18-12-2022,83,5067
36,GATE (AIRA),19-12-2022,80,4887
36,GATE (AIRA),20-12-2022,29,1863
36,GATE (AIRA),21-12-2022,50,3105
36,GATE (AIRA),22-12-2022,66,4059
36,GATE (AIRA),23-12-2022,128,7884
36,GATE (AIRA),24-12-2022,124,7749
36,GATE (AIRA),25-12-2022,102,6345
36,GATE (AIRA),26-12-2022,75,4752
36,GATE (AIRA),27-12-2022,89,5508
36,GATE (AIRA),28-12-2022,105,6714
36,GATE (AIRA),29-12-2022,68,4149
36,GATE (AIRA),30-12-2022,30,1800
36,GATE (AIRA),31-12-2022,55,3465
36,GATE (AIRA),01-01-2023,43,2736
36,GATE (AIRA),02-01-2023,58,3339
36,GATE (AIRA),03-01-2023,127,7893
36,GATE (AIRA),04-01-2023,59,3582
36,GATE (AIRA),05-01-2023,66,4167
36,GATE (AIRA),06-01-2023,70,4545
36,GATE (AIRA),07-01-2023,114,7227
36,GATE (AIRA),08-01-2023,60,3735
36,GATE (AIRA),09-01-2023,30,1836
36,GATE (AIRA),10-01-2023,56,3348
36,GATE (AIRA),11-01-2023,92,5895
36,GATE (AIRA),12-01-2023,116,7128
36,GATE (AIRA),13-01-2023,72,4608
36,GATE (AIRA),14-01-2023,182,11367
36,GATE (AIRA),15-01-2023,107,6633
36,GATE (AIRA),16-01-2023,104,6444
36,GATE (AIRA),17-01-2023,94,5841
36,GATE (AIRA),18-01-2023,71,4374
36,GATE (AIRA),19-01-2023,83,5031
36,GATE (AIRA),20-01-2023,33,2025
36,GATE (AIRA),21-01-2023,98,6318
36,GATE (AIRA),22-01-2023,47,3051
36,GATE (AIRA),23-01-2023,64,3933
36,GATE (AIRA),24-01-2023,100,6138
36,GATE (AIRA),25-01-2023,80,4932
36,GATE (AIRA),26-01-2023,79,5004
36,GATE (AIRA),27-01-2023,72,4590
36,GATE (AIRA),28-01-2023,34,2097
36,GATE (AIRA),29-01-2023,67,4356
36,GATE (AIRA),30-01-2023,91,5922
37,GATE (HARG),15-11-2022,45,2835
37,GATE (HARG),16-11-2022,45,2835
37,GATE (HARG),17-11-2022,48,3024
37,GATE (HARG),18-11-2022,43,2709
37,GATE (HARG),19-11-2022,53,3339
37,GATE (HARG),21-11-2022,16,1008
37,GATE (HARG),22-11-2022,16,1008
37,GATE (HARG),23-11-2022,15,945
37,GATE (HARG),24-11-2022,37,2331
37,GATE (HARG),25-11-2022,47,2961
37,GATE (HARG),26-11-2022,54,3357
37,GATE (HARG),27-11-2022,60,3780
37,GATE (HARG),28-11-2022,44,2772
37,GATE (HARG),29-11-2022,58,3654
37,GATE (HARG),30-11-2022,61,3843
37,GATE (HARG),01-12-2022,43,2709
37,GATE (HARG),02-12-2022,18,1134
37,GATE (HARG),03-12-2022,14,882
37,GATE (HARG),04-12-2022,43,2709
37,GATE (HARG),05-12-2022,46,2898
37,GATE (HARG),06-12-2022,37,2331
37,GATE (HARG),07-12-2022,44,2772
37,GATE (HARG),08-12-2022,45,2835
37,GATE (HARG),09-12-2022,46,2898
37,GATE (HARG),10-12-2022,56,3528
37,GATE (HARG),11-12-2022,16,1008
37,GATE (HARG),12-12-2022,41,2583
37,GATE (HARG),13-12-2022,45,2835
37,GATE (HARG),14-12-2022,43,2709
37,GATE (HARG),15-12-2022,41,2583
37,GATE (HARG),16-12-2022,41,2583
37,GATE (HARG),17-12-2022,29,1827
37,GATE (HARG),18-12-2022,31,1908
37,GATE (HARG),19-12-2022,40,2520
37,GATE (HARG),20-12-2022,43,2709
37,GATE (HARG),21-12-2022,98,6174
37,GATE (HARG),22-12-2022,45,2835
37,GATE (HARG),23-12-2022,43,2709
37,GATE (HARG),24-12-2022,85,5355
37,GATE (HARG),25-12-2022,47,2961
37,GATE (HARG),26-12-2022,46,2898
37,GATE (HARG),27-12-2022,62,3906
37,GATE (HARG),28-12-2022,46,2898
37,GATE (HARG),29-12-2022,51,3213
37,GATE (HARG),30-12-2022,12,756
37,GATE (HARG),31-12-2022,25,1575
37,GATE (HARG),01-01-2023,17,1071
37,GATE (HARG),02-01-2023,16,1008
37,GATE (HARG),03-01-2023,9,567
37,GATE (HARG),04-01-2023,28,1764
37,GATE (HARG),05-01-2023,37,2331
37,GATE (HARG),06-01-2023,42,2646
37,GATE (HARG),07-01-2023,30,1890
37,GATE (HARG),08-01-2023,16,1008
37,GATE (HARG),09-01-2023,9,567
37,GATE (HARG),10-01-2023,8,504
37,GATE (HARG),11-01-2023,7,441
37,GATE (HARG),12-01-2023,15,945
37,GATE (HARG),13-01-2023,30,1890
37,GATE (HARG),14-01-2023,38,2394
37,GATE (HARG),15-01-2023,8,504
37,GATE (HARG),16-01-2023,37,2331
37,GATE (HARG),17-01-2023,33,2079
37,GATE (HARG),18-01-2023,31,1953
37,GATE (HARG),19-01-2023,29,1827
37,GATE (HARG),20-01-2023,16,1008
37,GATE (HARG),21-01-2023,27,1701
37,GATE (HARG),22-01-2023,31,1953
37,GATE (HARG),23-01-2023,29,1827
37,GATE (HARG),24-01-2023,30,1890
37,GATE (HARG),25-01-2023,29,1827
37,GATE (HARG),26-01-2023,32,2016
37,GATE (HARG),27-01-2023,31,1953
37,GATE (HARG),28-01-2023,36,2268
37,GATE (HARG),29-01-2023,36,2268
37,GATE (HARG),30-01-2023,23,1449
38,GATE (NANPARA),15-11-2022,7,576
38,GATE (NANPARA),16-11-2022,8,504
38,GATE (NANPARA),17-11-2022,8,504
38,GATE (NANPARA),18-11-2022,7,441
38,GATE (NANPARA),19-11-2022,8,504
38,GATE (NANPARA),21-11-2022,4,252
38,GATE (NANPARA),22-11-2022,3,225
38,GATE (NANPARA),23-11-2022,4,252
38,GATE (NANPARA),24-11-2022,8,504
38,GATE (NANPARA),25-11-2022,17,1071
38,GATE (NANPARA),26-11-2022,6,549
38,GATE (NANPARA),27-11-2022,8,504
38,GATE (NANPARA),28-11-2022,8,504
38,GATE (NANPARA),29-11-2022,8,504
38,GATE (NANPARA),30-11-2022,8,504
38,GATE (NANPARA),01-12-2022,7,576
38,GATE (NANPARA),02-12-2022,8,540
38,GATE (NANPARA),03-12-2022,8,504
38,GATE (NANPARA),04-12-2022,8,540
38,GATE (NANPARA),05-12-2022,8,504
38,GATE (NANPARA),06-12-2022,4,288
38,GATE (NANPARA),07-12-2022,2,261
38,GATE (NANPARA),08-12-2022,8,540
38,GATE (NANPARA),09-12-2022,5,315
38,GATE (NANPARA),10-12-2022,5,315
38,GATE (NANPARA),11-12-2022,3,324
38,GATE (NANPARA),12-12-2022,8,504
38,GATE (NANPARA),13-12-2022,5,315
38,GATE (NANPARA),14-12-2022,5,315
38,GATE (NANPARA),15-12-2022,4,324
38,GATE (NANPARA),16-12-2022,7,477
38,GATE (NANPARA),17-12-2022,5,315
38,GATE (NANPARA),18-12-2022,5,351
38,GATE (NANPARA),19-12-2022,3,324
38,GATE (NANPARA),20-12-2022,7,441
38,GATE (NANPARA),21-12-2022,1,63
38,GATE (NANPARA),22-12-2022,5,315
38,GATE (NANPARA),23-12-2022,2,126
38,GATE (NANPARA),24-12-2022,2,126
38,GATE (NANPARA),25-12-2022,6,378
38,GATE (NANPARA),26-12-2022,6,378
38,GATE (NANPARA),27-12-2022,5,315
38,GATE (NANPARA),28-12-2022,3,189
38,GATE (NANPARA),29-12-2022,4,387
38,GATE (NANPARA),01-01-2023,4,252
38,GATE (NANPARA),03-01-2023,8,504
38,GATE (NANPARA),04-01-2023,4,252
38,GATE (NANPARA),05-01-2023,7,441
38,GATE (NANPARA),06-01-2023,5,315
38,GATE (NANPARA),07-01-2023,4,252
38,GATE (NANPARA),08-01-2023,7,441
38,GATE (NANPARA),09-01-2023,4,252
38,GATE (NANPARA),10-01-2023,4,252
38,GATE (NANPARA),11-01-2023,1,198
38,GATE (NANPARA),12-01-2023,13,855
38,GATE (NANPARA),13-01-2023,12,756
38,GATE (NANPARA),14-01-2023,10,666
38,GATE (NANPARA),15-01-2023,13,855
38,GATE (NANPARA),16-01-2023,12,756
38,GATE (NANPARA),17-01-2023,4,252
38,GATE (NANPARA),18-01-2023,4,252
38,GATE (NANPARA),19-01-2023,5,450
38,GATE (NANPARA),20-01-2023,4,252
38,GATE (NANPARA),21-01-2023,4,252
38,GATE (NANPARA),22-01-2023,4,387
38,GATE (NANPARA),23-01-2023,3,225
38,GATE (NANPARA),24-01-2023,8,504
38,GATE (NANPARA),25-01-2023,7,576
38,GATE (NANPARA),26-01-2023,8,504
38,GATE (NANPARA),27-01-2023,5,315
38,GATE (NANPARA),28-01-2023,2,126
38,GATE (NANPARA),30-01-2023,3,225
39,BIRSINGHPUR,13-11-2022,17,495
39,BIRSINGHPUR,14-11-2022,18,540
39,BIRSINGHPUR,15-11-2022,37,990
39,BIRSINGHPUR,16-11-2022,38,927
39,BIRSINGHPUR,17-11-2022,27,891
39,BIRSINGHPUR,18-11-2022,8,306
39,BIRSINGHPUR,19-11-2022,25,801
39,BIRSINGHPUR,20-11-2022,27,783
39,BIRSINGHPUR,21-11-2022,20,711
39,BIRSINGHPUR,22-11-2022,33,999
39,BIRSINGHPUR,23-11-2022,29,1008
39,BIRSINGHPUR,24-11-2022,37,1341
39,BIRSINGHPUR,25-11-2022,43,1395
39,BIRSINGHPUR,26-11-2022,29,1197
39,BIRSINGHPUR,27-11-2022,28,1017
39,BIRSINGHPUR,28-11-2022,44,1548
39,BIRSINGHPUR,29-11-2022,40,1341
39,BIRSINGHPUR,30-11-2022,40,1530
39,BIRSINGHPUR,01-12-2022,29,1197
39,BIRSINGHPUR,02-12-2022,14,522
39,BIRSINGHPUR,03-12-2022,12,513
39,BIRSINGHPUR,04-12-2022,25,1017
39,BIRSINGHPUR,05-12-2022,21,702
39,BIRSINGHPUR,06-12-2022,35,1305
39,BIRSINGHPUR,07-12-2022,37,1314
39,BIRSINGHPUR,08-12-2022,13,504
39,BIRSINGHPUR,09-12-2022,29,1170
39,BIRSINGHPUR,10-12-2022,32,1224
39,BIRSINGHPUR,11-12-2022,27,810
39,BIRSINGHPUR,12-12-2022,26,981
39,BIRSINGHPUR,13-12-2022,29,1116
39,BIRSINGHPUR,14-12-2022,32,1089
39,BIRSINGHPUR,15-12-2022,24,810
39,BIRSINGHPUR,16-12-2022,23,819
39,BIRSINGHPUR,17-12-2022,38,1413
39,BIRSINGHPUR,18-12-2022,21,810
39,BIRSINGHPUR,19-12-2022,29,1008
39,BIRSINGHPUR,20-12-2022,30,1080
39,BIRSINGHPUR,21-12-2022,31,1098
39,BIRSINGHPUR,22-12-2022,27,999
39,BIRSINGHPUR,23-12-2022,32,1008
39,BIRSINGHPUR,24-12-2022,48,1539
39,BIRSINGHPUR,25-12-2022,30,972
39,BIRSINGHPUR,26-12-2022,26,1008
39,BIRSINGHPUR,27-12-2022,28,963
39,BIRSINGHPUR,28-12-2022,35,1170
39,BIRSINGHPUR,29-12-2022,25,936
39,BIRSINGHPUR,30-12-2022,29,1089
39,BIRSINGHPUR,31-12-2022,27,918
39,BIRSINGHPUR,01-01-2023,20,711
39,BIRSINGHPUR,02-01-2023,15,405
39,BIRSINGHPUR,03-01-2023,33,1188
39,BIRSINGHPUR,04-01-2023,30,1026
39,BIRSINGHPUR,05-01-2023,23,738
39,BIRSINGHPUR,06-01-2023,28,801
39,BIRSINGHPUR,07-01-2023,30,999
39,BIRSINGHPUR,08-01-2023,28,936
39,BIRSINGHPUR,09-01-2023,13,504
39,BIRSINGHPUR,10-01-2023,33,999
39,BIRSINGHPUR,11-01-2023,26,927
39,BIRSINGHPUR,12-01-2023,27,999
39,BIRSINGHPUR,13-01-2023,27,999
39,BIRSINGHPUR,14-01-2023,36,1080
39,BIRSINGHPUR,15-01-2023,23,819
39,BIRSINGHPUR,16-01-2023,30,1134
39,BIRSINGHPUR,17-01-2023,31,1125
39,BIRSINGHPUR,18-01-2023,27,999
39,BIRSINGHPUR,19-01-2023,28,1098
